id,parkId,campgroundId,description,phoneNumber,extension,type
788,89,,,8435770242,,Voice
789,89,,,8438817070,,Fax
790,90,,,9373526757,,Voice
791,91,,,678-538-1200,,Voice
792,91,,,770-399-8087,,Fax
793,92,,,301-739-4200,,Voice
794,93,,,4102602470,,Voice
795,94,,,706-866-9241,,Voice
796,94,,,706-866-7981,,Fax
797,95,,,5806227234,,Voice
798,96,,,5208243560,,Voice
799,97,,,(340) 773.1460,,Voice
800,97,,,(340) 719.1791,,Fax
801,98,,,208-824-5901,,Voice
802,99,,,202-895-6000,,Voice
803,100,,,3013201400,,Voice
804,101,,,7578982410,,Voice
805,101,,,7578986346,,Fax
806,102,,,9708582800,,Voice
807,102,,,9708580372,,Fax
808,103,,,(860) 500-6078,,Voice
809,104,,,8037764396,,Voice
810,104,,,8037834241,,Fax
811,105,,,2024266841,,Voice
812,106,,,5203665515,,Voice
813,107,,,8644612828,,Voice
814,107,,,8644617795,,Fax
815,108,,,5415943000,,Voice
816,109,,,2085271300,,Voice
817,109,,,2085273073,,Fax
818,110,,,6062482817,,Voice
819,110,,,6062487276,,Fax
820,111,,,9128824336,,Voice
821,112,,,9706412337,205,Voice
822,112,,,9706413127,,Fax
823,113,,,4407173890,,Voice
824,114,,,6618236134,,Voice
825,115,,,937-345-0433,,Voice
826,116,,,9417920458,102,Voice
827,117,,,7607863200,,Voice
828,118,,,5704262452,,Voice
829,118,,,5704262402,,Fax
830,119,,,9076839532,,Voice
831,120,,,7609342289,,Voice
832,121,,,3074675283,635,Voice
833,121,,,3074675350,,Fax
834,122,,,4357817700,,Voice
835,122,,,4357817735,,Fax
836,123,,,3052427700,,Voice
837,123,,,3052427711,,Fax
838,124,,,2024266841,,Voice
839,125,,,3606786084,,Voice
840,126,,,215-965-2305,,Voice
841,127,,,5638733491,123,Voice
842,128,,,7173389114,,Voice
843,129,,,N/A,,Voice
844,130,,,N/A,,Voice
845,131,,,5058762783,,Voice
846,132,,,5057834226,801,Voice
847,132,,,5057834689,,Fax
848,133,,,845-229-9422,,Voice
849,134,,,2123633200,,Voice
850,135,,,(662) 483-1231,,Voice
851,136,,,925-228-8860,6422,Voice
852,137,,,3052427700,,Voice
853,137,,,3052427728,,Fax
854,138,,,212-825-6990,,Voice
855,138,,,212-668-2899,,Fax
856,139,,,631-515-5557,,Voice
857,140,,,(330) 452-0876,,Voice
858,141,,,302-317-3854,,Voice
859,142,,,8148936322,,Voice
860,142,,,8148936329,,Fax
861,143,,,7197483253,,Voice
862,143,,,7197483164,,Fax
863,144,,,202-426-6841,,Voice
864,145,,,520-549-6751,,Voice
865,146,,,1-432-426-3224,,Voice
866,146,,,1-432-426-3122,,Fax
867,147,,,931-232-5706,0,Voice
868,148,,,771-208-1571,,Voice
869,149,,,771-208-1536,,Voice
870,150,,,9126383639,107,Voice
871,150,,,9126345357,,Fax
872,151,,,3078372221,,Voice
873,151,,,3078372120,,Fax
874,152,,,620-285-6911,,Voice
875,152,,,620-285-3571,,Fax
876,153,,,9044710116,,Voice
877,153,,,9044717605,,Fax
878,154,,,4109624290,250,Voice
879,154,,,4109622500,,Fax
880,155,,,757-722-FORT (3678),,Voice
881,156,,,(724) 329-5805,,Voice
882,156,,,(724) 329-8682,,Fax
883,157,,,415-561-4323,,Voice
884,158,,,(912) 219-4233,,Voice
885,159,,,2524732111,,Voice
886,160,,,6202230310,,Voice
887,160,,,6202230188,,Fax
888,161,,,4797833961,,Voice
889,161,,,4797835307,,Fax
890,162,,,315-338-7730,,Voice
891,162,,,800-662-1220,,TTY
892,163,,,(843) 883-3123,,Voice
893,164,,,505-425-8025,1,Voice
894,164,,,505-454-9272,,Fax
895,165,,,7015729083,,Voice
896,165,,,7015727321,,Fax
897,166,,,3608166230,,Voice
898,167,,,771-208-1555,,Voice
899,168,,,3078774455,,Voice
900,169,,,207-385-6393,,Voice
901,170,,,2024266841,,Voice
902,171,,,771-208-1499,,Voice
903,172,,,6175661689,,Voice
904,173,,,5406933200,,Voice
905,174,,,205-568-3963,,Voice
906,175,,,724-329-2501,,Voice
907,175,,,724-329-2515,,Fax
908,176,,,907-459-3730,,Voice
909,177,,,3146551600,,Voice
910,177,,,3146551641,,Fax
911,177,,,18007352966,,TTY
912,178,,,7183544606,,Voice
913,179,,,304-465-0508,,Voice
914,179,,,304-465-0591,,Fax
915,180,,,(646) 670-7251,,Voice
916,181,,,8128821776,1210,Voice
917,182,,,8042241732,227,Voice
918,182,,,8042242142,,Fax
919,183,,,417.325.4151,,Voice
920,183,,,417.325.4231,,Fax
921,184,,,7032892500,,Voice
922,186,,,(575) 323-2904,,Voice
923,187,,,9076972230,,Voice
924,187,,,9076972654,,Fax
925,188,,,406-888-7800,,Voice
926,188,,,406-888-7808,,Fax
927,188,,,406-888-7806,,TTY
928,189,,,9286086200,,Voice
929,190,,,3013201400,,Voice
930,191,,,215-389-1513,,Voice
931,192,,,415-561-4700,,Voice
932,193,,,4354712209,429,Voice
933,193,,,4354712341,,Fax
934,194,,,2128253054,,Voice
935,194,,,6467719728,,Fax
936,195,,,928-638-7888,,Voice
937,196,,,(435) 688-3200,,Voice
938,197,,,(218) 475-0123,,Voice
939,197,,,(218) 475-0174,,Fax
940,197,,,(218) 475-0123,,TTY
941,198,,,307-739-3399,,Voice
942,198,,,307-739-3301,,TTY
943,199,,,4068462070,250,Voice
944,199,,,4068463962,,Fax
945,200,,,775-234-7331,,Voice
946,200,,,775-234-7269,,Fax
947,202,,,7037573101,,Voice
948,203,,,(719) 378-6395,,Voice
949,203,,,719-378-6310,,Fax
950,204,,,(865)436-1200,,Voice
951,205,,,(267) 290 - 2870,1020,Voice
952,206,,,771-208-1588,,Voice
953,207,,,915-828-3251,,Voice
954,208,,,3362881776,,Voice
955,209,,,850-934-2600,,Voice
956,210,,,2089334105,,Voice
957,210,,,2088374857,,Fax
958,211,,,8085724400,,Voice
959,212,,,646-494-5366,,Voice
960,213,,,410-962-4290 (option 2),,Voice
961,214,,,771-208-1555,,Voice
962,215,,,3045356029,,Voice
963,216,,,(315) 835-5945,,Voice
964,217,,,410-221-2290,,Voice
965,218,,,816-254-9929,,Voice
966,218,,,8162544491,,Fax
967,219,,,8089856011,,Voice
968,219,,,8089856004,,Fax
969,220,,,3196432541,,Voice
970,220,,,3196437864,,Fax
971,220,,,3196432594,,TTY
972,221,,,7578982410,,Voice
973,221,,,7572294273,,Fax
974,222,,,845-229-5320,,Voice
975,223,,,4022233514,,Voice
976,225,,,7407741125,,Voice
977,225,,,7407741140,,Fax
978,226,,,6105828773,,Voice
979,226,,,6105822768,,Fax
980,227,,,256-234-7111,,Voice
981,227,,,256-329-9905,,Fax
982,228,,,5016206715,,Voice
983,228,,,5016206779,,Fax
984,229,,,9705624282,5,Voice
985,230,,,9287553475,,Voice
986,230,,,9287553405,,Fax
987,231,,,(509) 237-9722,,Voice
988,232,,,608-798-8700,,Voice
989,233,,,215-965-2305,,Voice
990,234,,,2193951882,,Voice
991,235,,,9064820984,,Voice
992,236,,,907-434-0805,,Voice
993,237,,,440-255-8722,,Voice
994,237,,,440-974-2045,,Fax
995,238,,,504-589-3882,,Voice
996,239,,,6056738300,,Voice
997,239,,,6056738397,,Fax
998,240,,,(229) 824 - 4104,,Voice
999,240,,,(229) 824 - 3441,,Fax
1000,241,,,5419872333,,Voice
1001,242,,,617-566-7937,,Voice
1002,243,,,9252288860,,Voice
1003,244,,,8148866171,,Voice
1004,245,,,7603675500,,Voice
1005,245,,,7603676392,,Fax
1006,246,,,(510) 232-5050,6702,Voice
1007,247,,,8085676802,,Voice
1008,247,,,8085676729,,Fax
1009,248,,,8083296881,1329,Voice
1010,249,,,207-456-6001,,Voice
1011,250,,,9072463305,,Voice
1012,250,,,9072462116,,Fax
1013,251,,,9073182040,,Voice
1014,251,,,9072248978,,Fax
1015,252,,,771-208-1571,,Voice
1016,253,,,770-427-4686,0,Voice
1017,253,,,770-528-8398,,Fax
1018,254,,,9063373168,,Voice
1019,254,,,9063373169,,Fax
1020,255,,,8649367921,2,Voice
1021,256,,,2062204240,,Voice
1022,257,,,9079839200,,Voice
1023,257,,,9079839249,,Fax
1024,258,,,7017453300,,Voice
1025,258,,,7017453708,,Fax
1026,259,,,9073182230,,Voice
1027,259,,,9074428316,,Fax
1028,260,,,2024266841,,Voice
1029,261,,,7032351530,,Voice
1030,262,,,9076443626,,Voice
1031,263,,,7022938990,,Voice
1032,263,,,7022938936,,Fax
1033,264,,,806 857-3151,,Voice
1034,265,,,509-754-7800,,Voice
1035,266,,,530 595 6100,,Voice
1036,267,,,5306678113,,Voice
1037,268,,,4026611804,,Voice
1038,269,,,5038612471,,Voice
1039,270,,,8129374541,,Voice
1040,270,,,8129379929,,Fax
1041,271,,,2174924241,,Voice
1042,271,,,2174924673,,Fax
1043,272,,,202-426-6841,,Voice
1044,273,,,406-924-9167,,Voice
1045,274,,,2568459605,201,Voice
1046,274,,,2569979129,,Fax
1047,275,,,(501) 516-7230,,Voice
1048,276,,,(617) 876-4491,,Voice
1049,277,,,9789705000,,Voice
1050,277,,,9789705002,,TTY
1051,278,,,617-981-0466,,Voice
1052,279,,,8779753786,,Voice
1053,279,,,2124310402,,Fax
1054,280,,,8308687128,,Voice
1055,281,,,804-226-5040,,Voice
1056,282,,,2077286826,,Voice
1057,283,,,2707582180,,Voice
1058,284,,,7033611339,0,Voice
1059,285,,,Hanford: 509.376.1647,,Voice
1060,286,,,(760) 878-2194,,Voice
1061,287,,,802-457-3368,0,Voice
1062,287,,,802-457-3405,,Fax
1063,288,,,2024266841,,Voice
1064,289,,,(404) 331-1401,,Voice
1065,289,,,(404) 730-3112,,Fax
1066,290,,,5187641041,,Voice
1067,290,,,5187586986,,Fax
1068,291,,,771-208-1583,,Voice
1069,292,,,601-345-7211,,Voice
1070,293,,,970-529-4465,,Voice
1071,293,,,970-529-4637,,Fax
1072,294,,,606-636-4045,,Voice
1073,295,,,208-825-4169,,Voice
1074,295,,,2088374857,,Fax
1075,296,,,978-369-6993,,Voice
1076,297,,,6054335552,,Voice
1077,297,,,6054335558,,Fax
1078,298,,,651-293-0200,,Voice
1079,299,,,605-665-0209,21,Voice
1080,299,,,605-665-4183,,Fax
1081,300,,,(760) 252-6100,,Voice
1082,301,,,3016623515,,Voice
1083,301,,,3016687437,,Fax
1084,302,,,9285673322,,Voice
1085,303,,,9102835591,,Voice
1086,304,,,N/A,,Voice
1087,305,,,973.539.2016,210,Voice
1088,306,,,3605692211,,Voice
1089,306,,,3605696519,,Fax
1090,306,,,3605692177,,TTY
1091,307,,,6055742523,,Voice
1092,308,,,415-561-2850,,Voice
1093,309,,,6014465790,,Voice
1094,310,,,18003057417,,Voice
1095,310,,,6626804033,,Fax
1096,311,,,6626804027,,Voice
1097,311,,,6626804033,,Fax
1098,312,,,771-208-1453,,Voice
1099,313,,,202-426-6841,,Voice
1100,314,,,6846337085,0021,Voice
1101,314,,,6846337083,,Fax
1102,315,,,917-731-1997,,Voice
1103,316,,,4356921234,0,Voice
1104,317,,,9286722700,,Voice
1105,317,,,9286722703,,Fax
1106,318,,,508-996-4095,,Voice
1107,319,,,413-351-8182,,Voice
1108,320,,,(609) 894-7300,,Voice
1109,321,,,504-589-3882,,Voice
1110,322,,,(573) 880-3120,,Voice
1111,323,,,304-465-0508,,Voice
1112,324,,,208-843-7009,,Voice
1113,324,,,2088437003,,Fax
1114,325,,,785-839-4233,,Voice
1115,326,,,8645434068,,Voice
1116,327,,,4023761901,,Voice
1117,327,,,4023761949,,Fax
1118,328,,,9073182230,,Voice
1119,328,,,9074428316,,Fax
1120,329,,,3608547200,,Voice
1121,329,,,3608561934,,Fax
1122,330,,,(616) 330-2456,,Voice
1123,330,,,(616) 319-7913,,Fax
1124,331,,,4233466294,,Voice
1125,332,,,4787528257,,Voice
1126,332,,,4787528259,,Fax
1127,333,,,4056098859,,Voice
1128,334,,,N/A,,Voice
1129,335,,,3605653130,,Voice
1130,335,,,3605653015,,Fax
1131,335,,,18008336388,,TTY
1132,336,,,5415925125,,Voice
1133,336,,,5415923981,,Fax
1134,337,,,N/A,,Voice
1135,338,,,520-387-6849,,Voice
1136,339,,,8644612828,,Voice
1137,339,,,8644617077,,Fax
1138,340,,,771-208-1536,,Voice
1139,341,,,(573) 323-4236,,Voice
1140,341,,,(573) 323-8010,,Fax
1141,342,,,(361) 949-8068,,Voice
1142,343,,,9565412785,,Voice
1143,344,,,973-523-0370,,Voice
1144,345,,,479-451-8122,1227,Voice
1145,345,,,479-451-0219,,Fax
1146,346,,,8084223399,,Voice
1147,346,,,8084237425,,Fax
1148,347,,,5057577241,,Voice
1149,347,,,5057577207,,Fax
1150,348,,,2024266841,,Voice
1151,349,,,4192852184,,Voice
1152,350,,,8047323531,,Voice
1153,350,,,8047320835,,Fax
1154,351,,,928-524-6822,0,Voice
1155,351,,,928-524-3567,,Fax
1156,352,,,5058990205,,Voice
1157,353,,,906-387-3700,,Voice
1158,354,,,8313894486,,Voice
1159,354,,,8313894288,,Fax
1160,355,,,9286437105,,Voice
1161,356,,,5078255464,214,Voice
1162,356,,,5078255466,,Fax
1163,357,,,771-208-1555,,Voice
1164,358,,,415-464-5100,,Voice
1165,359,,,N/A,,Voice
1166,360,,,9252288860,6520,Voice
1167,361,,,301-739-4200,,Voice
1168,362,,,3189265492,,Voice
1169,362,,,18889265492,,TTY
1170,363,,,(870) 777-4455,,Voice
1171,364,,,415-561-4323,,Voice
1172,365,,,703-221-7181,,Voice
1173,365,,,703-221-4322,,Fax
1174,366,,,773 928-7257,,Voice
1175,367,,,8083282326,,Voice
1176,369,,,9286086200,,Voice
1177,370,,,(843) 962-0039,,Voice
1178,371,,,7074646101,,Voice
1179,371,,,7074641812,,Fax
1180,372,,,804-226-1981,,Voice
1181,373,,,(432) 477-2251,,Voice
1182,374,,,734 243 7136,,Voice
1183,375,,,202-895-6000,,Voice
1184,375,,,2028956015,,Fax
1185,376,,,9705861206,,Voice
1186,376,,,9705861319,,TTY
1187,377,,,401-521-7266,,Voice
1188,378,,,5067522922,,Voice
1189,378,,,5067526000,,Fax
1190,379,,,5102325050,,Voice
1191,379,,,5102323169,,Fax
1192,380,,,2564952672,,Voice
1193,380,,,2564959220,,Fax
1194,381,,,5169224788,,Voice
1195,381,,,5169224792,,Fax
1196,382,,,5207335153,,Voice
1197,383,,,2074540418,,Voice
1198,383,,,2072888813,,Fax
1199,383,,,2072888800,,TTY
1200,384,,,7154832274,,Voice
1201,384,,,7154833288,,Fax
1202,385,,,9146674116,,Voice
1203,386,,,603-675-2175,,Voice
1204,387,,,978-740-1650,,Voice
1205,388,,,5058472585,220,Voice
1206,389,,,(340) 773.1460,,Voice
1207,389,,,(340) 719.1791,,Fax
1208,390,,,2109321001,,Voice
1209,390,,,2105341106,,Fax
1210,391,,,4155617000,,Voice
1211,392,,,3603782240,2226,Voice
1212,393,,,7877296777,223,Voice
1213,393,,,7872897972,,Fax
1214,394,,,7194385916,,Voice
1215,395,,,N/A,,Voice
1216,396,,,8053702301,,Voice
1217,397,,,(518) 670-2985,,Voice
1218,398,,,781-233-0050,,Voice
1219,399,,,3084369700,,Voice
1220,399,,,3084367611,,Fax
1221,400,,,334-877-1983,,Voice
1222,401,,,5595653341,,Voice
1223,401,,,5595653730,,Fax
1224,402,,,5409993500,,Voice
1225,403,,,7316895696,,Voice
1226,403,,,7316895450,,Fax
1227,404,,,9077470110,,Voice
1228,404,,,9077475938,,Fax
1229,405,,,2313264700,,Voice
1230,406,,,(573) 880-3120,,Voice
1231,407,,,4137348551,,Voice
1232,407,,,4137478062,,Fax
1233,408,,,410.962.4290,,Voice
1234,408,,,410.962.2500,,Fax
1235,409,,,2123633200,,Voice
1236,410,,,573-880-7189,,Voice
1237,411,,,(570) 445-1898,,Voice
1238,412,,,615-893-9501,,Voice
1239,412,,,615-893-9508,,Fax
1240,414,,,928-526-0502,0,Voice
1241,415,,,6202738494,270,Voice
1242,415,,,6202738660,,Fax
1243,416,,,2159652305,,Voice
1244,417,,,2022081631,,Voice
1245,417,,,2022081643,,Fax
1246,418,,,(212) 260-1616,,Voice
1247,419,,,7168840095,,Voice
1248,419,,,7168840330,,Fax
1249,420,,,7032892500,,Voice
1250,421,,,7016234466,,Voice
1251,421,,,7016234840,,Fax
1252,422,,,518.943.7465,,Voice
1253,422,,,518.943.0652,,Fax
1254,423,,,973-736-0550,11,Voice
1255,423,,,973-736-6567,,Fax
1256,424,,,2024266841,,Voice
1257,425,,,804-224-1732,227,Voice
1258,425,,,804-224-2142,,Fax
1259,426,,,(801)756-5239,202,Voice
1260,427,,,904-641-7155,,Voice
1261,428,,,9284672241,,Voice
1262,428,,,9284672225,,Fax
1263,429,,,4018474794,,Voice
1264,430,,,N/A,,Voice
1265,431,,,(530) 664 4015,,Voice
1266,432,,,7022938853 (Information Line),,Voice
1267,433,,,5203775060,,Voice
1268,433,,,5203775079,,Fax
1269,434,,,18003057417,,Voice
1270,434,,,6626804033,,Fax
1271,435,,,(334) 727-1247,,Voice
1272,436,,,(334) 727-3200,,Voice
1273,437,,,928-634-5564,,Voice
1274,438,,,3148421867,,Voice
1275,438,,,3148421659,,Fax
1276,439,,,5706854871,,Voice
1277,439,,,5706854874,,Fax
1278,440,,,505-670-1612,,Voice
1279,441,,,6107831000,,Voice
1280,442,,,845-444-9166,,Voice
1281,443,,,6016360583,,Voice
1282,443,,,6016369497,,Fax
1283,444,,,202-426-6841,,Voice
1284,445,,,3407766201,238,Voice
1285,446,,,3407766201,,Voice
1286,446,,,3406939301,,Fax
1287,447,,,(218)-283-6600,,Voice
1288,448,,,(254) 686-0186,,Voice
1289,449,,,9285263367,,Voice
1290,450,,,(671) 333 4055,,Voice
1291,451,,,202-426-6841,,Voice
1292,453,,,5804972742,,Voice
1293,453,,,5804972712,,Fax
1294,454,,,2038341896,0,Voice
1295,455,,,5302423400,,Voice
1296,455,,,5302445154,,Fax
1297,456,,,5754796124,,Voice
1298,457,,,5095226360,,Voice
1299,457,,,5095226355,,Fax
1300,458,,,5136843262,,Voice
1301,458,,,5136843627,,Fax
1302,459,,,417-732-2662,,Voice
1303,460,,,6057454600,,Voice
1304,460,,,6057454207,,Fax
1305,461,,,206.623.5124,,Voice
1306,462,,,7032551800,,Voice
1307,462,,,7032551971,,Fax
1308,463,,,3155680024,,Voice
1309,464,,,(202) 426-6841,,Voice
1310,465,,,202-426-6841,,Voice
1311,466,,,9078225234,,Voice
1312,466,,,9078223281,,Fax
1313,467,,,2524732111,,Voice
1314,468,,,928-679-2365,,Voice
1315,469,,,307-344-7381,,Voice
1316,469,,,307-344-2014,,Fax
1317,469,,,307-344-2386,,TTY
1318,470,,,7578982410,,Voice
1319,470,,,7578986346,,Fax
1320,471,,,209/372-0200,,Voice
1321,472,,,970-529-4465,,Voice
1322,473,,,907-459-3730,,Voice
1323,474,,,435-772-3256,,Voice
1324,474,,,435-772-3426,,Fax
