id,googleName,primaryDisplayName,googlePlaceId,nationalPhoneNumber,internationalPhoneNumber,latitude,longitude,websiteUri,googleMapsUri,businessStatus,primaryType,goodForChildren,allowDogs,acceptCreditCards,acceptDebitCards,acceptCashOnly,freeParkingLot,paidParkingLot,freeStreetParking,wheelchairAccessibleParking,wheelchairAccessibleSeating,geminiGenerativeSummary,editorialSummary,regionCode,languageCode,postalCode,administrativeArea,locality,addressLines,state,formattedAddress,shortFormattedAddress,statePark,stateForest,stateWayside,nationalForest,countyPark,naturalWildlifeArea,cityPark,regularWeekdayDescriptions,currentWeekdayDescriptions
440,places/ChIJ08M8wER4qVIRgo3J5u0b_QA,Copper Falls State Park,ChIJ08M8wER4qVIRgo3J5u0b_QA,(715) 274-5123,+1 715-274-5123,46.376156,-90.64397,https://dnr.wisconsin.gov/topic/parks/copperfalls,https://maps.google.com/?cid=71243877700963714&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,true,false,false,false,true,true,false,true,true,"State park boasting a waterfall-laden river, plus trails for hiking and camping.","This year-round nature retreat with gorges & waterfalls offers hunting, fishing, biking & swimming.",US,en,54546,WI,Mellen,[36764 Copper Falls Rd],WI,"36764 Copper Falls Rd, Mellen, WI 54546","36764 Copper Falls Rd, Mellen",true,false,false,false,false,false,false,"['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 6:00 AM – 11:00 PM', 'Sunday: 6:00 AM – 11:00 PM']","['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 6:00 AM – 11:00 PM', 'Sunday: 6:00 AM – 11:00 PM']"
441,places/ChIJ30hqkdWxq1IRMy0wOzryo98,Connors Lake State Campground,ChIJ30hqkdWxq1IRMy0wOzryo98,(715) 332-5271,+1 715-332-5271,45.73956,-90.74089,http://dnr.wi.gov/topic/StateForests/flambeauRiver/camping.html,https://maps.google.com/?cid=16114990223576804659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,false,true,false,false,false,false,false,false,true,false,"","",US,en,54896,WI,Loretta,[2927n Co Hwy M],WI,"2927n Co Hwy M, Loretta, WI 54896","2927n Co Hwy M, Loretta",true,false,false,false,false,false,false,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
442,places/ChIJjULEcORTqVIRsYfWGBuaL3A,Two Lakes Campground,ChIJjULEcORTqVIRsYfWGBuaL3A,(715) 362-1300,+1 715-362-1300,46.2938,-91.19753,http://www.recreation.gov/camping/two-lakes/r/campgroundDetails.do?contractCode=NRSO&parkId=73626,https://maps.google.com/?cid=8083849297324836785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,false,true,false,false,false,false,false,false,true,false,"","",US,en,54832-4502,WI,Drummond,[49725 N Lake Owen Dr],WI,"49725 N Lake Owen Dr, Drummond, WI 54832","49725 N Lake Owen Dr, Drummond",true,false,false,false,false,false,false,[],[]
443,places/ChIJv4ZLsmx5qVIRnk0NJpM9dOo,Red Granite Falls Trailhead,ChIJv4ZLsmx5qVIRnk0NJpM9dOo,"","",46.352306,-90.64836,"",https://maps.google.com/?cid=16894195804381466014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,hiking_area,false,false,false,false,false,false,false,false,false,false,"","",US,en,54546,WI,Mellen,"['Mellen, WI', Red Granite Falls Area Trial]",WI,"Mellen, WI, Red Granite Falls Area Trial, Mellen, WI 54546","Mellen, WI, Red Granite Falls Area Trial, Mellen",true,false,false,false,false,false,false,[],[]
444,places/ChIJj-xUfP_9q1IRMBgERgL8Kd8,Forest Lodge Nature Trail,ChIJj-xUfP_9q1IRMBgERgL8Kd8,"","",46.20099,-91.10645,https://www.fs.usda.gov/recarea/cnnf/recarea/?recid=27747,https://maps.google.com/?cid=16080661031197874224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,hiking_area,false,false,false,false,false,false,false,false,false,false,"","",US,en,54821,WI,Cable,[],WI,"Cable, WI 54821",Cable,true,false,false,false,false,false,false,[],[]
445,places/ChIJtZg8aU_0q1IRUljJ1Knej8w,Lake Chippewa Campground,ChIJtZg8aU_0q1IRUljJ1Knej8w,(715) 462-3672,+1 715-462-3672,45.93685,-91.193954,https://www.lakechip.com/,https://maps.google.com/?cid=14740244926407727186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,false,true,false,false,false,true,false,false,true,false,"","",US,en,54843-7691,WI,Hayward,[8380 N County Rd CC],WI,"8380 N County Rd CC, Hayward, WI 54843","8380 N County Rd CC, Hayward",true,false,false,false,false,false,false,"['Monday: 10:00 AM – 3:00 PM', 'Tuesday: 10:00 AM – 3:00 PM', 'Wednesday: 10:00 AM – 3:00 PM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']","['Monday: 10:00 AM – 3:00 PM', 'Tuesday: 10:00 AM – 3:00 PM', 'Wednesday: 10:00 AM – 3:00 PM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']"
446,places/ChIJO-C1_YHJq1IRcY5aYpzBdm0,Chequamegon-Nicolet National Forest,ChIJO-C1_YHJq1IRcY5aYpzBdm0,(715) 362-1300,+1 715-362-1300,45.86603,-90.16506,https://www.fs.usda.gov/cnnf,https://maps.google.com/?cid=7887704674795163249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,national_park,true,true,false,false,false,false,false,false,true,false,"Hiking- and biking-oriented park featuring lakes and forests, plus opportunities for camping.","Covering more than 1 million acres, this park features campsites, beaches, hiking trails & boating.",US,en,54552,WI,Park Falls,[1170 4th Ave S],WI,"1170 4th Ave S, Park Falls, WI 54552","1170 4th Ave S, Park Falls",true,false,false,false,false,false,false,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
447,places/ChIJPUBjOTFqqlIRnMh2tWkyGSI,Sailor Lake Campground,ChIJPUBjOTFqqlIRnMh2tWkyGSI,(715) 762-2461,+1 715-762-2461,45.8411,-90.276146,https://www.fs.usda.gov/recarea/cnnf/recarea/?recid=27795,https://maps.google.com/?cid=2457050501304731804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,false,true,false,false,false,false,false,false,true,false,"","",US,en,54552,WI,Park Falls,[Sailor Lake Camp Ground Rd],WI,"Sailor Lake Camp Ground Rd, Park Falls, WI 54552","Sailor Lake Camp Ground Rd, Park Falls",true,false,false,false,false,false,false,[],[]
448,places/ChIJIyq2JUk4qlIROXBn69958bQ,Moose Jaw Resort & Campground,ChIJIyq2JUk4qlIROXBn69958bQ,(715) 762-1463,+1 715-762-1463,45.91879,-90.07661,http://moosejawresort.com/,https://maps.google.com/?cid=13038336398848389177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,resort_hotel,true,false,false,false,false,false,false,false,true,false,"","Relaxed resort offering woodsy cottages, mini-golf & direct lake access, plus an eatery.",US,en,54552,WI,Park Falls,[W770 Wind Song Ln],WI,"W770 Wind Song Ln, Park Falls, WI 54552","W770 Wind Song Ln, Park Falls",true,false,false,false,false,false,false,[],[]
449,places/ChIJx1dObgULVk0RwzuhFRQbyDY,Presque Isle Campground,ChIJx1dObgULVk0RwzuhFRQbyDY,(715) 602-3939,+1 715-602-3939,46.257973,-89.71858,https://picampground.com/,https://maps.google.com/?cid=3947434846466423747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,true,true,false,false,false,false,false,false,true,false,"","",US,en,54557,WI,Presque Isle,[8458 Balsam Dr],WI,"8458 Balsam Dr, Presque Isle, WI 54557","8458 Balsam Dr, Presque Isle",true,false,false,false,false,false,false,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
450,places/ChIJswpsrSSMVU0Ruo_ROIWLPYs,Minocqua Winter Park,ChIJswpsrSSMVU0Ruo_ROIWLPYs,(715) 356-3309,+1 715-356-3309,45.83019,-89.89558,http://minocquawinterpark.org/,https://maps.google.com/?cid=10033328949151502266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,ski_resort,true,false,false,false,false,false,true,false,false,false,"","",US,en,54548,WI,Minocqua,[7543 Squirrel Hill Rd],WI,"7543 Squirrel Hill Rd, Minocqua, WI 54548","7543 Squirrel Hill Rd, Minocqua",true,false,false,false,false,false,false,"['Monday: 9:00 AM – 4:00 PM', 'Tuesday: 9:00 AM – 4:00 PM', 'Wednesday: 9:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 4:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: 9:00 AM – 4:00 PM', 'Sunday: 9:00 AM – 4:00 PM']","['Monday: 9:00 AM – 4:00 PM', 'Tuesday: 9:00 AM – 4:00 PM', 'Wednesday: 9:00 AM – 4:00 PM', 'Thursday: 9:00 AM – 4:00 PM', 'Friday: 9:00 AM – 4:00 PM', 'Saturday: 9:00 AM – 4:00 PM', 'Sunday: 9:00 AM – 4:00 PM']"
451,places/ChIJDxgU92P8VU0R7NGJlgUheMQ,North Lakeland Discovery Center,ChIJDxgU92P8VU0R7NGJlgUheMQ,(715) 543-2085,+1 715-543-2085,46.14795,-89.89362,http://www.discoverycenter.net/,https://maps.google.com/?cid=14157101736523321836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,nature_preserve,true,true,false,false,false,false,false,false,true,false,"Environmental education center with trails, canoeing and kayaking, and a play area, plus guided hikes.","",US,en,54545,WI,Manitowish Waters,[14006 Discovery Ln],WI,"14006 Discovery Ln, Manitowish Waters, WI 54545","14006 Discovery Ln, Manitowish Waters",true,false,false,false,false,false,false,"['Monday: Closed', 'Tuesday: 10:00 AM – 2:00 PM', 'Wednesday: 10:00 AM – 2:00 PM', 'Thursday: 10:00 AM – 2:00 PM', 'Friday: 10:00 AM – 2:00 PM', 'Saturday: 10:00 AM – 2:00 PM', 'Sunday: Closed']","['Monday: Closed', 'Tuesday: 10:00 AM – 2:00 PM', 'Wednesday: 10:00 AM – 2:00 PM', 'Thursday: 10:00 AM – 2:00 PM', 'Friday: 10:00 AM – 2:00 PM', 'Saturday: 10:00 AM – 2:00 PM', 'Sunday: Closed']"
452,places/ChIJa5-z1XbpyFIRnUPUtes_qdM,Buffalo River State Park,ChIJa5-z1XbpyFIRnUPUtes_qdM,(218) 498-2124,+1 218-498-2124,46.870766,-96.474686,http://www.dnr.state.mn.us/state_parks/buffalo_river/index.html,https://maps.google.com/?cid=15251791894667346845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,true,false,false,false,false,false,false,true,false,"State park offering forested areas, pools and trails winding through prairie.","Scenic state park showcasing prairie landscapes, a swimming area, a picnic site & other features.",US,en,56547-9613,MN,Glyndon,[565 155th St S],MN,"565 155th St S, Glyndon, MN 56547","565 155th St S, Glyndon",true,false,false,false,false,false,false,"['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']","['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']"
453,places/ChIJPRl4Q7PpyFIR23Im7OKcQjk,Buffalo River State Park Campground,ChIJPRl4Q7PpyFIR23Im7OKcQjk,"","",46.865562,-96.469604,"https://www.dnr.state.mn.us/state_parks/park.html?id=spk00124#overnight_facilities",https://maps.google.com/?cid=4126032707063280347&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,false,true,false,false,false,false,false,false,true,false,"","",US,en,56547,MN,Glyndon,[],MN,"Glyndon, MN 56547",Glyndon,true,false,false,false,false,false,false,[],[]
454,places/ChIJXWwPjGDpyFIRkCaETZmRuSw,Buffalo River Overlook,ChIJXWwPjGDpyFIRkCaETZmRuSw,"","",46.86212,-96.46316,"",https://maps.google.com/?cid=3222767095976830608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,hiking_area,false,false,false,false,false,false,false,false,false,false,"","",US,en,56547,MN,Glyndon,[],MN,"Glyndon, MN 56547",Glyndon,true,false,false,false,false,false,false,[],[]
455,places/ChIJq0jNaX2vyVIRAaZhrDzb9mY,Maplewood State Park,ChIJq0jNaX2vyVIRAaZhrDzb9mY,(218) 863-8383,+1 218-863-8383,46.516155,-95.95075,http://www.dnr.state.mn.us/state_parks/maplewood/,https://maps.google.com/?cid=7419358489776072193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,true,false,false,false,true,true,false,true,false,"State park featuring tent camping, hiking and horse trails, along with lakes and ponds.","Woodland park with 8 lakes, 150 species of birds & trails for hikers, horseback riders & skiers.",US,en,56572,MN,Pelican Rapids,[39721 Park Entrance Rd],MN,"39721 Park Entrance Rd, Pelican Rapids, MN 56572","39721 Park Entrance Rd, Pelican Rapids",true,false,false,false,false,false,false,"['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']","['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']"
456,places/ChIJYYDhpudOyFIRLKkH6q2wP0o,Dunton Locks County Park,ChIJYYDhpudOyFIRLKkH6q2wP0o,(218) 846-2612,+1 218-846-2612,46.782593,-95.8826,https://www.co.becker.mn.us/dept/parks_recreation/dunton_locks.aspx,https://maps.google.com/?cid=5350189143341639980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,false,false,true,false,Scenic park offering paved and unpaved paths for biking and hiking and also featuring a boat lift.,"",US,en,56501,MN,Detroit Lakes,[24878 Dunton Locks Rd],MN,"24878 Dunton Locks Rd, Detroit Lakes, MN 56501","24878 Dunton Locks Rd, Detroit Lakes",true,false,false,false,false,false,false,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']","['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']"
457,places/ChIJjwHOeN_bt1IRk4aPO6bfFj8,Smoky Hills State Forest,ChIJjwHOeN_bt1IRk4aPO6bfFj8,(651) 296-6157,+1 651-296-6157,46.876907,-95.31252,http://www.dnr.state.mn.us/state_forests/sft00048/index.html,https://maps.google.com/?cid=4546066778933921427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,false,false,"Cabins amidst wildlife and forests offering trails for hiking, biking and ATVing adventures.","",US,en,56570,MN,Osage,[],MN,"Osage, MN 56570",Osage,true,false,false,false,false,false,false,[],[]
458,places/ChIJ3XQq8rYiyFIRqoQx3dsQkJM,Tamarac National Wildlife Refuge,ChIJ3XQq8rYiyFIRqoQx3dsQkJM,(218) 847-2641,+1 218-847-2641,46.982018,-95.618576,https://www.fws.gov/refuge/tamarac,https://maps.google.com/?cid=10633017256716633258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,nature_preserve,true,false,false,false,false,false,false,false,true,false,"","",US,en,56569,MN,Ogema,[],MN,"Ogema, MN 56569",Ogema,true,false,false,false,false,false,false,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']","['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 10:00 PM', 'Saturday: 5:00 AM – 10:00 PM', 'Sunday: 5:00 AM – 10:00 PM']"
459,places/ChIJeYKsWfKpyVIRztjwqcqu-zs,Swimming Beach Maplewood State Park,ChIJeYKsWfKpyVIRztjwqcqu-zs,"","",46.537575,-95.987724,"",https://maps.google.com/?cid=4322240452849883342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,sports_activity_location,false,false,false,false,false,false,false,false,true,false,"","",US,en,56572,MN,Pelican Rapids,[],MN,"Pelican Rapids, MN 56572",Pelican Rapids,true,false,false,false,false,false,false,[],[]
460,places/ChIJqatjBEdGyFIRwKse5xYggS0,Becker State Wildlife Management Area,ChIJqatjBEdGyFIRwKse5xYggS0,"","",46.854717,-95.84278,"",https://maps.google.com/?cid=3278937286441348032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,true,false,"","",US,en,56501,MN,Detroit Lakes,[],MN,"Detroit Lakes, MN 56501",Detroit Lakes,true,false,false,false,false,false,false,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']","['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']"
461,places/ChIJmwt4YJpbWE0RD6L-EJvJogI,Minnesota,ChIJmwt4YJpbWE0RD6L-EJvJogI,"","",46.729553,-94.6859,http://www.state.mn.us/,https://maps.google.com/?cid=189935802145219087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"","",false,false,false,false,false,false,false,false,false,false,"","","","","","","",[],"",Minnesota,Minnesota,true,false,false,false,false,false,false,[],[]
462,places/ChIJdV4kZzzot1IRst2xVHTszzk,Two Inlets State Forest,ChIJdV4kZzzot1IRst2xVHTszzk,(651) 296-6157,+1 651-296-6157,47.035507,-95.251945,http://www.dnr.state.mn.us/state_forests/sft00051/index.html,https://maps.google.com/?cid=4165808164722302386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,true,false,false,false,false,false,false,false,false,Park containing hiking trails and camping amid forests and lakes.,"",US,en,56470,MN,Park Rapids,[],MN,"Park Rapids, MN 56470",Park Rapids,true,false,false,false,false,false,false,[],[]
463,places/ChIJuWic4ysBt1IRhgCN2nnoYQo,Foot Hills State Forest,ChIJuWic4ysBt1IRhgCN2nnoYQo,(651) 296-6157,+1 651-296-6157,46.7637,-94.60427,http://www.dnr.state.mn.us/state_forests/sft00019/index.html,https://maps.google.com/?cid=748134623175573638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,true,false,false,false,false,false,false,false,false,"","State forest covering 46,896 acres with cross-country skiing, hiking & all-terrain vehicle trails.",US,en,56435,MN,Backus,[MN-87],MN,"MN-87, Backus, MN 56435","MN-87, Backus",true,false,false,false,false,false,false,[],[]
464,places/ChIJXSFqENiEt1IRujHoyJhcs8s,Paul Bunyan State Forest,ChIJXSFqENiEt1IRujHoyJhcs8s,(651) 296-6157,+1 651-296-6157,47.169506,-94.87087,http://www.dnr.state.mn.us/state_forests/sft00038/index.html,https://maps.google.com/?cid=14678177421806023098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,false,false,false,false,false,false,false,false,false,"Nature preserve offering forests, trails, lakes, and snowmobiling, plus hunting and camping.","",US,en,56461,MN,Laporte,[21585 County 95],MN,"21585 County 95, Laporte, MN 56461","21585 County 95, Laporte",true,false,false,false,false,false,false,[],[]
465,places/ChIJibaLe12yt1IR7NQB6v6-ljU,Huntersville State Forest,ChIJibaLe12yt1IR7NQB6v6-ljU,(651) 296-6157,+1 651-296-6157,46.77905,-94.89328,http://www.dnr.state.mn.us/state_forests/sft00025/index.html,https://maps.google.com/?cid=3861483732573738220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,true,false,false,false,false,false,false,true,false,"Public park offering campgrounds, trails, and an accessible river for tubing.","2 rivers cut through this 52-square-mile wooded park that's known for camping, hiking & canoeing.",US,en,56464,MN,Menahga,[21812 Duck Lake Rd Drive],MN,"21812 Duck Lake Rd Drive, Menahga, MN 56464","21812 Duck Lake Rd Drive, Menahga",true,false,false,false,false,false,false,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
466,places/ChIJgQIcF97tt1IRY2XN3IpxeeU,"Itasca State Park, South Entrance",ChIJgQIcF97tt1IRY2XN3IpxeeU,(218) 699-7251,+1 218-699-7251,47.153477,-95.14993,"https://www.dnr.state.mn.us/state_parks/park.html?id=spk00181#homepage",https://maps.google.com/?cid=16535372348091360611&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,state_park,true,false,false,false,false,false,false,false,true,false,"","",US,en,56470,MN,Park Rapids,[US-71],MN,"US-71, Park Rapids, MN 56470","US-71, Park Rapids",true,false,false,false,false,false,false,"['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']","['Monday: 8:00 AM – 10:00 PM', 'Tuesday: 8:00 AM – 10:00 PM', 'Wednesday: 8:00 AM – 10:00 PM', 'Thursday: 8:00 AM – 10:00 PM', 'Friday: 8:00 AM – 10:00 PM', 'Saturday: 8:00 AM – 10:00 PM', 'Sunday: 8:00 AM – 10:00 PM']"
