CAMPING_UNIT_TYPE,CAMPING_UNIT_NAME,CAMPSITE_TYPE_NAME,CAMPING_UNIT_DESCRIP,CAMPGROUND_LOOP_NAME,CAMPGROUND_NAME,CAMPGROUND_TYPE_NAME,CONTAINING_MGMT_UNIT_NAME,LAM_PROGRAM_PROJECT_CODE,CONTAINING_MGMT_UNIT_TYPE_NAME,SHAPE_COLLECTION_METHOD,AMPS_30_FLAG,AMPS_50_FLAG,SITE_PAD_LENGTH_FT,SITE_PAD_WIDTH_FT,SITE_PAD_TYPE_NAME,PULL_THROUGH_BACK_IN_FLAG,LEFT_SLIDE_OUT_FLAG,RIGHT_SLIDE_OUT_FLAG,TENT_PAD_DIMENSIONS_FT_X_FT,TENT_PAD_TYPE_NAME,DISTANCE_TO_WATER_BODY,DISTANCE_TO_RESTROOM,DISTANCE_TO_SHOWER,DISTANCE_TO_DUMP_STATION,HIKE_IN_DISTANCE,PICNIC_TABLE_FLAG,ADA_ACCESSIBLE_FLAG,DIRECTIONS,FOOD_LOCKER_FLAG,WATER_FRONT_FLAG,PETS_ALLOWED_FLAG,CAPACITY_PEOPLE,CAPACITY_VEHICLES,FIRE_RING_FLAG,GRILL_TYPE_NAME,SEATING_TYPE_NAME,SHADE_TYPE_NAME,COUNTY_NAME,PAT_AREA_NAME,PAT_DISTRICT_NAME,DNR_REGION_NAME,DNR_REGION_CODE,MN_TOURISM_REGION_NAME,STABLE_PROD_GUID,Shape
Campsite,36,Drive-In,,,Rock Lake Campground and Day Use Area,State Forest Campground and Day Use Area,Pillsbury State Forest,SFT00039,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cass,1A,2,Northwest Region,1,,{BE2C1F68-5C55-4910-9C67-B5FB7FCAE585},POINT (386074.97589999996 5142813.998299999)
Campsite,39,Drive-In,,,Rock Lake Campground and Day Use Area,State Forest Campground and Day Use Area,Pillsbury State Forest,SFT00039,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cass,1A,2,Northwest Region,1,,{55051BCF-1055-44AF-BE30-F08B94407A52},POINT (386066.04619999975 5142776.0471)
Campsite,UNKNOWN,Drive-In Equestrian,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,3C,8,Central Region,3,,{AD039266-72AA-479B-B07D-A11DE044AE01},POINT (568274.2096999995 4907310.462400001)
Campsite,UNKNOWN,Drive-In Equestrian,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,3C,8,Central Region,3,,{EA4E6D95-A694-4ECC-88F1-4F43790C3199},POINT (568125.8487 4907431.782199999)
Campsite,UNKNOWN,Drive-In Equestrian,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,3C,8,Central Region,3,,{7C002594-323D-4FC7-872C-CCEF8157F441},POINT (568110.5010000002 4907462.477600001)
Campsite,16,Drive-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{FE2AF643-788D-4D7D-B9F7-CEC6C5B8650E},POINT (445425.63430000003 5030389.854699999)
Campsite,18,Drive-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{C25DC08A-AEBF-484E-A658-CAC8F12B553E},POINT (445424.9446999999 5030314.6855)
Campsite,21,Drive-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{FD36B823-76BD-4BB9-87A7-FDB00912644A},POINT (445392.5323000001 5030233.9991999995)
Campsite,23,Drive-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{C5BC07C8-62ED-4C16-AE4A-D02A13B376B6},POINT (445435.2890999997 5030217.4482)
Campsite,30,Drive-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{DEBC5BE2-5985-4FE2-B5E9-0A269DFF21E8},POINT (445718.0356999999 5030144.4858)
Campsite,32,Walk-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{605C583F-BE21-4737-AC13-9630223581D9},POINT (445771.1369000003 5030119.6592)
Campsite,36,Walk-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{1C741D9D-FB6E-491B-AA57-618BB118990C},POINT (445897.3384999996 5030209.3105999995)
Campsite,38,Walk-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{51733E8A-143D-4534-9EE1-A2C3EE70D080},POINT (445771.82650000043 5030613.431500001)
Campsite,Group Camp,Walk-In,,,Ann Lake Campground and Day Use Area,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{7CFCB9F9-ED12-488B-9514-F113EEE4861C},POINT (445766.9992000004 5030661.7053)
Campsite,2,Drive-In Equestrian,,,Bob Dunn Horse Campground,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{B731C72E-61BE-4AB0-B12A-C10C13EA47A2},POINT (444606.4188000001 5031361.820800001)
Campsite,3,Drive-In Equestrian,,,Bob Dunn Horse Campground,Horse Campground,Sand Dunes State Forest,SFT00045,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sherburne,3A,6,Central Region,3,,{6D33C976-A83F-4606-B17F-CF23048B81ED},POINT (444643.5543999998 5031416.095899999)
Campsite,CI 7,Cart-In,,,Cedar Hill Campground,,Whitewater State Park,SPK00280,State Park,,f,f,,,,,,,24x24,Grass/ Bare Ground,,,,,,,,,,,,,,,,,,Winona,3C,8,Central Region,3,Southern,{18640032-A938-438D-8CE7-E5D71585621D},POINT (576278.4293999998 4878916.267200001)
Campsite,CI 8,Cart-In,,,Cedar Hill Campground,,Whitewater State Park,SPK00280,State Park,,f,f,,,,,,,24x24,Grass/ Bare Ground,,,,,,,,,,,,,,,,,,Winona,3C,8,Central Region,3,Southern,{7DDE1F77-B0E2-4359-8B00-C2D9DE6D47BD},POINT (576294.0346999997 4878933.1598000005)
Campsite,A,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,t,t,40,20,Gravel,P,t,t,,Gravel,.25 mi,150',150',,,t,t,,f,f,t,,1,t,On Fire Ring,,No ,Cook,2C,4,Northeast Region,2,Northeast,{C9747D33-5F25-667E-E053-11E14C0A7037},POINT (660082.6474000001 5268966.700200001)
Campsite,B,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,t,t,40,12,Gravel,B,t,t,,Grass,.25 mi,340',340',,,t,f,,f,f,t,,1,t,On Fire Ring,,No ,Cook,2C,4,Northeast Region,2,Northeast,{C9747D33-5F2A-667E-E053-11E14C0A7037},POINT (660111.8485000003 5268956.039999999)
Campsite,"Joliet Ferry WMA, North Dakota",Canoe-In/Boat-In,Primitive camping allowed. No facilities or identified camping sites. Site is marked by rectangular signs “Wildlife Management Area”. Call ND Game and Fish office at 701-662-3617 for more information.,,,,Red River of the North State Water Trail,CBR00660,State Water Trail,Heads-Up Digitizing,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,,,,,,Northwest,{A8EC100C-774C-421A-BC86-52962DC61540},POINT (192312.3300999999 5365812.2502)
Campsite,"Oslo, MN Boat Ramp",Canoe-In/Boat-In,"Concrete ramp. Primitive camping, fire ring, and parking. For more information call Oslo City Hall at 218-695-3841.",,,,Red River of the North State Water Trail,CBR00660,State Water Trail,Heads-Up Digitizing,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Marshall,,,,,Northwest,{8B2FE44A-BE2A-4299-A96B-F4009FB398EE},POINT (192413.7000000002 5346208.326099999)
Campsite,Halstad Boat Ramp,Canoe-In/Boat-In,Located north of bridge off of MN Highway 200 (240th Ave.) Primitive camping. Parking. Shore fishing. No other facilities. Halsted is 0.8 miles to the east. Call Valley Hardware at 218-456-2148 for current conditions.,,,,Red River of the North State Water Trail,CBR00660,State Water Trail,,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Norman,,,,,Northwest,{14972F12-4C91-41A8-BA13-779D42E88D4E},POINT (210044.88460000046 5251558.3638)
Campsite,Hendrum Primitive Campsite,Canoe-In/Boat-In,0.3 miles past the ramp. Access by road and from the Red River. No facilities. Hendrum is 1.5 miles to the east. For more information call Hendrum City Hall at 218-861-6210.,,,,Red River of the North State Water Trail,CBR00660,State Water Trail,,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Norman,,,,,Northwest,{A8EF1ADF-C725-4092-ABF8-D1C5F20CF9C8},POINT (209766.3367999997 5242313.858100001)
Campsite,45,Drive-In,,,Cedar Hill Campground,,Whitewater State Park,SPK00280,State Park,,f,f,55,12,Gravel,B,t,t,24x30,Grass/ Gravel,.1 mile,1000',1000',.1 mile,,,,,,,t,,,t,On Fire Ring,Picnic Tables,Partially,Winona,3C,8,Central Region,3,Southern,{0685F40D-5F6B-464F-915F-C5CD8A805989},POINT (576327.2939999998 4879215.861)
Campsite,46,Drive-In,,,Cedar Hill Campground,,Whitewater State Park,SPK00280,State Park,,f,f,55,12,Gravel,B,t,t,28x42,Grass/ Gravel,.1 mile,1000',1000',.1 mile,,,,,,,t,,,t,On Fire Ring,Picnic Tables,Partially,Winona,3C,8,Central Region,3,Southern,{20290166-2CAA-4D24-8B91-AF8F8F114726},POINT (576289.9568999996 4879177.513)
Campsite,47,Drive-In,,,Cedar Hill Campground,,Whitewater State Park,SPK00280,State Park,,f,f,55,12,Gravel,B,t,t,24x24,Grass/ Gravel,.1 mile,1000',1000',.1 mile,,,,,,,t,,,t,On Fire Ring,Picnic Tables,Partially,Winona,3C,8,Central Region,3,Southern,{8E68EF10-A65A-4A49-908C-4B32D816DDC3},POINT (576310.9419999998 4879172.733999999)
Campsite,CI1,Cart-In,,,,,Split Rock Creek State Park,SPK00267,State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pipestone,4B,10,Southern Region,4,Southern,{B9DB7D37-1A03-44FB-A4B6-4CCE2525FF54},POINT (229821.8191999998 4866519.9607)
Campsite,CI2,Cart-In,,,,,Split Rock Creek State Park,SPK00267,State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pipestone,4B,10,Southern Region,4,Southern,{603BD15F-A9D2-4CE7-BBC8-ADDF3F1A5095},POINT (229827.1347000003 4866525.931500001)
Campsite,CI3,Cart-In,,,,,Split Rock Creek State Park,SPK00267,State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pipestone,4B,10,Southern Region,4,Southern,{6F504E61-C7EE-4A58-81CF-ACADE6E673DA},POINT (229831.8677000003 4866531.3927)
Campsite,Crookston Central Park Campsite,Canoe-In/Boat-In,"Boat access, rest area, and campsites.",,,,Red Lake River State Water Trail,CBR00630,State Water Trail,Heads-Up Digitizing,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Polk,,,,,Northwest,{3BFFA8C2-7F64-480A-9D77-27994E9CF482},POINT (230120.95430000033 5297413.179)
Campsite,Keuffner's Landing,Canoe-In/Boat-In,"A county campsite with an access, privy, picnic table and fire ring.",,,,Big Fork River State Water Trail,CBR00600,State Water Trail,,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Koochiching,,,,,Northeast,{48993E1B-E6A6-4596-A949-D0B18F6C5642},POINT (439452.8540000003 5354278.7216)
Campsite,Gowdy Campsite,Canoe-In/Boat-In,"Two Picnic Tables, fire ring.",,,,Big Fork River State Water Trail,CBR00600,State Water Trail,,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Koochiching,,,,,Northeast,{987FCE7F-C6C0-41E9-8DC6-8279307D1BA4},POINT (438277.7181000002 5348520.7228999995)
Campsite,Ben Lynn Landing,Canoe-In/Boat-In,"A grassy clearing with campsites, a gravel landing and access, fire rings, tables and privies.",,,,Big Fork River State Water Trail,CBR00600,State Water Trail,,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Koochiching,,,,,Northeast,{4D6256AC-E6F8-40C6-9943-689BE997B177},POINT (434241.9940999998 5344545.1997)
Campsite,Sturgeon River Landing Campsite,Canoe-In/Boat-In,"Just above the confluence with the Sturgeon River. The area has campsites, table, fire ring and privy. Carry-in access.",,,,Big Fork River State Water Trail,CBR00600,State Water Trail,,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Koochiching,,,,,Northeast,{18C91F51-2BF3-4623-BF62-E7A7442A0F91},POINT (434385.35479999986 5340228.599199999)
Campsite,Johnson Landing,Canoe-In/Boat-In,"Tables, fire ring and privy lie near shore, a campsite table and drinking water are up a gentle rise, several hundred feet from the river.",,,,Big Fork River State Water Trail,CBR00600,State Water Trail,Heads-Up Digitizing,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Koochiching,,,,,Northeast,{6FEA0102-D9CA-447E-8D39-E6345123EF28},POINT (449083.51609999966 5326390.1765)
Campsite,Easy Half Campsite,Canoe-In/Boat-In,"Grassy clearing amid conifers, picnic table, shelter, toilet.",,,,Big Fork River State Water Trail,CBR00600,State Water Trail,Heads-Up Digitizing,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Koochiching,,,,,Northeast,{DED0B026-8044-4261-9BDA-37D9C2F097C9},POINT (438684.35539999977 5316447.817600001)
Campsite,Old Hudson Bay Farm Campsite,Canoe-In/Boat-In,"Campsite, toilet, shelter, picnic table.",,,,Big Fork River State Water Trail,CBR00600,State Water Trail,Heads-Up Digitizing,f,f,,,,,,,,,.1 mile,,,,,,,,,,,,,,,,,Koochiching,,,,,Northeast,{B0CE20A9-115A-4EFE-A2EE-63D19F29F87D},POINT (445841.83550000004 5312301.726600001)
Campsite,H6E,Drive-In Equestrian Electric,,,Equestrian Campground,Horse Campground,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,t,,60,12,Gravel,B,t,t,,Grass/ Bare Ground,.1 mile,100',100',.1 mile,,t,,,f,t,t,6,1,t,On Fire Ring,,No ,Renville,4C,9,Southern Region,4,Southern,{167DEA7B-F4F3-4DC0-BE03-52CB9E277D52},POINT (362202.6497999998 4925661.685900001)
Campsite,H7E,Drive-In Equestrian Electric,,,Equestrian Campground,Horse Campground,Fort Ridgely State Park,SPK00151,State Park,Heads-Up Digitizing,t,,65,12,Gravel,B,t,t,,Grass/ Bare Ground,.1 mile,100',100',.1 mile,,t,,,f,t,t,6,1,t,On Fire Ring,,No ,Renville,4C,9,Southern Region,4,Southern,{07BB1F9E-D305-44AF-8F1C-384710A68F5F},POINT (362209.7428000001 4925681.8971)
Campsite,63E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,57,8,Gravel,B,,,16X16,Bare Ground,.2 mile,175',175',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{06E72994-F70E-4FDC-BC26-D424B8DCD021},POINT (242849.90170000028 4845810.4068)
Campsite,50,Drive-In,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,,,30,10,,,,,,,,,,,,t,,,,,,6,1,t,On Fire Ring,,,Rock,4B,10,Southern Region,4,Southern,{F7074E27-45FB-4CDC-A9E2-EF04C197838E},POINT (242981.34700000007 4845918.9342)
Campsite,49,Drive-In,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,,,36,8,Gravel,B,,,16X16,Bare Ground,.1 mile,385',385',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{6CBCDDA9-3D91-45F1-B32C-D76155BB5371},POINT (242984.84520000033 4845896.9681)
Campsite,43E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,42,8,Gravel,B,,,16X16,Bare Ground,.1 mile,200',200',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{B8C4084B-D2FB-4F94-ACAD-C7AC0A19F393},POINT (242916.4841 4845856.0209)
Campsite,41E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,53,8,Gravel,B,,,16X16,Bare Ground,.1 mile,140',140',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{201EF87B-DACC-4030-9720-DF19CB0FFE7C},POINT (242899.8552000001 4845856.016000001)
Campsite,40E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,48,8,Gravel,B,,,16X16,Bare Ground,.1 mile,90',90',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{D5D29ABD-1BCF-4106-B930-F8E076CAF538},POINT (242881.70519999973 4845854.534600001)
Campsite,35E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,51,8,Gravel,B,,,16X16,Bare Ground,.1 mile,430',430',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{197F8376-87A2-4119-BBB9-DD664C233DDE},POINT (242926.1841000002 4845812.5156)
Campsite,32E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,51,8,Gravel,B,,,16X16,Bare Ground,.1 mile,530',530',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{F9FFA87F-1BB1-4170-8D87-EC4D0E95C197},POINT (242959.0120000001 4845828.3314)
Campsite,33E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,49,8,Gravel,B,,,16X16,Bare Ground,.1 mile,550',550',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{288FCD61-4664-422D-A194-E1BF64E8A730},POINT (242944.73759999964 4845802.924699999)
Campsite,29E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,,,40,8,Gravel,B,,,16X16,Bare Ground,.1 mile,350',350',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{DB893DD8-93AD-4D14-87DA-0DEBC488257B},POINT (242974.84719999973 4845773.273399999)
Campsite,CH23E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,52,8,Gravel,B,,,16X16,Bare Ground,.1 mile,80',80',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{3044FC93-5ED6-47B5-A78F-47CB6EAE463E},POINT (242880.1277999999 4845792.9936)
Campsite,19E,Drive-In Electric,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,t,f,53,8,Gravel,B,,,16X16,Bare Ground,.1 mile,105',105',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{058E259B-6BD7-4EAE-B9C7-F1B5B41FE5EB},POINT (242906.12210000027 4845724.2272)
Campsite,12,Drive-In,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,,,30,8,Gravel,B,,,12x14,Bare Ground,.1 mile,360',360',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{5FB1FA59-B003-402B-BE96-DB6A549C966B},POINT (242982.92109999992 4845711.4361000005)
Campsite,11,Drive-In,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,,,56,8,Gravel,B,,,10X14,Bare Ground,.1 mile,510',510',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{BB6F3B26-1268-4044-8B7E-749388811A55},POINT (242973.87229999993 4845691.1139)
Campsite,10,Drive-In,,,Blue Mounds Campground,,Blue Mounds State Park,SPK00121,State Park,Global Positioning System,,,40,8,Gravel,B,,,16X16,Bare Ground,.1 mile,440',440',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rock,4B,10,Southern Region,4,Southern,{670BFF92-39B1-4857-BF49-63979258B799},POINT (242955.44629999995 4845681.225099999)
Campsite,CI 1,Cart-In,,,Cart-In Campground,,Frontenac State Park,SPK00160,State Park,Heads-Up Digitizing,,,,,,,,,15x13,Bare Ground/ Pea Rock,.9 mile,225',,,0.3 mile,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Goodhue,3C,8,Central Region,3,Southern,{2F137A1A-D115-4EEE-B747-3E05F5D018EA},POINT (552219.2171999998 4931399.7948)
Campsite,Homestead,Backpack,,,Hike-In Campground,,Afton State Park,SPK00100,State Park,Global Positioning System,,,,,,,,,15x15,Grass,.5 mile to St. Croix River,"Adjacent to site, pit toilet",,,1 mile,t,,,f,,t,6,0,t,,,Partially,Washington,3B,7,Central Region,3,Metro,{81275E37-9CDE-4681-B74F-7A59D0DAB2F9},POINT (517262.6238000002 4967707.0722)
Campsite,6E,Drive-In Electric,,,Oak Woods Campground,,Lake Shetek State Park,SPK00220,State Park,Heads-Up Digitizing,,t,55,12,Gravel,B,t,t,,Grass,.05 mile,80',80',.17 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Murray,4B,10,Southern Region,4,Southern,{DB80BBDF-27E3-4D3B-BA87-51657C2A40DF},POINT (284047.3757999996 4886789.1022)
Campsite,8E,Drive-In Electric,,,Oak Woods Campground,,Lake Shetek State Park,SPK00220,State Park,Heads-Up Digitizing,,t,55,12,Gravel,B,t,t,,Grass,.1 mile,140',140',.15 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Murray,4B,10,Southern Region,4,Southern,{B3366B31-A61E-4D19-94AB-00BF3CE28086},POINT (284021.97580000013 4886778.783399999)
Campsite,15,Drive-In,,,Oak Woods Campground,,Lake Shetek State Park,SPK00220,State Park,Heads-Up Digitizing,,,50,12,Gravel,B,t,t,,Grass,.6 mile,440',440',.15 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Murray,4B,10,Southern Region,4,Southern,{3E9546C8-8A80-45CA-B383-393B9345FFF5},POINT (284113.6540999999 4886799.4209)
Campsite,1E,Drive-In Electric,,,Oak Woods Campground,,Lake Shetek State Park,SPK00220,State Park,Heads-Up Digitizing,,t,120,12,Gravel,P,t,t,,Grass,.1 mile,180',180',.17 mile,,t,t,,f,,t,6,1,t,On Fire Ring,,Fully,Murray,4B,10,Southern Region,4,Southern,{3D5E5600-EFEF-4A5A-9E59-9C485347F65B},POINT (284118.01970000006 4886831.9647)
Campsite,Meadow,Backpack,,,Hike-In Campground,,Afton State Park,SPK00100,State Park,Global Positioning System,,,,,,,,,15x15,Grass,.5 mile to St. Croix River,"Adjacent to site, pit toilet",,,1 mile,t,,,f,,t,6,0,t,,,Partially,Washington,3B,7,Central Region,3,Metro,{1349269F-64EE-42E6-A6F6-0E9A629179F6},POINT (517320.3646 4967711.2268)
Campsite,26,Drive-In,,,,,Cuyuna Country State Recreation Area,SRA00302,State Recreation Area,Heads-Up Digitizing,,,30,10,Grass,B,,,,,,270',270',14 miles,,t,,,,,t,6,2,t,On Fire Ring,,No ,Crow Wing,2F,5,Northeast Region,2,Central,{8ECA932D-78A7-47D4-972B-5BDAD41CF233},POINT (425299 5149121)
Campsite,27,Drive-In,,,,,Cuyuna Country State Recreation Area,SRA00302,State Recreation Area,Heads-Up Digitizing,,,30,10,Grass,B,,,,,,290',290',14 miles,,t,,,,,t,6,2,t,On Fire Ring,,No ,Crow Wing,2F,5,Northeast Region,2,Central,{1BF4BA4F-B339-47B8-A9B8-C1DEA754EAD4},POINT (425273.8058000002 5149120.3002)
Campsite,28,Drive-In,,,,,Cuyuna Country State Recreation Area,SRA00302,State Recreation Area,Heads-Up Digitizing,,,30,10,Grass,B,,,,,,270',270',14 miles,,t,,,,,t,6,2,t,On Fire Ring,,No ,Crow Wing,2F,5,Northeast Region,2,Central,{E734956C-1849-466A-8EA1-A0D27EDF92CE},POINT (425285.72190000024 5149138.0364)
Campsite,29,Drive-In,,,,,Cuyuna Country State Recreation Area,SRA00302,State Recreation Area,Heads-Up Digitizing,,,30,10,Grass,B,,,,,,290',290',14 miles,,t,,,,,t,6,2,t,On Fire Ring,,No ,Crow Wing,2F,5,Northeast Region,2,Central,{DB298189-2B9A-407B-8BA5-E3B908033223},POINT (425265.84300000034 5149136.411)
Campsite,30,Walk-In,,,,,Cuyuna Country State Recreation Area,SRA00302,State Recreation Area,Heads-Up Digitizing,,,,,,B,,,30X30,Grass,,370',370',,,t,,,,,t,6,2,t,On Fire Ring,,Partially,Crow Wing,2F,5,Northeast Region,2,Central,{F3EB9D90-9DE1-4587-8277-02FA549D6E64},POINT (425271.06259999983 5149230.024499999)
Campsite,31,Walk-In,,,,,Cuyuna Country State Recreation Area,SRA00302,State Recreation Area,Heads-Up Digitizing,,,40,10,Grass,B,,,30X30,,,370',370',,,t,,,,,t,6,2,t,On Fire Ring,,Partially,Crow Wing,2F,5,Northeast Region,2,Central,{C65A1236-7542-477F-9C06-09424BF703DE},POINT (425263.9511000002 5149211.252)
Campsite,32,Walk-In,,,,,Cuyuna Country State Recreation Area,SRA00302,State Recreation Area,Heads-Up Digitizing,,,,,,B,,,30X30,,,370',370',,,t,,,,,t,6,2,t,On Fire Ring,,Partially,Crow Wing,2F,5,Northeast Region,2,Central,{25D075A3-1830-4793-BD63-CCDDF684852F},POINT (425251.45249999966 5149224.810799999)
